0,80.0,41
1,89.86899563318778,229
2,49.40594059405941,101
3,88.57142857142857,14
4,62.26724137931034,580
5,30.392156862745097,306
6,54.63636363636363,110
7,70.0,25
8,92.5925925925926,27
9,85.71428571428571,42
10,84.11764705882354,17
11,42.666666666666664,15
12,88.85714285714286,35
13,90.0,38
14,15.443645083932854,417
15,49.50354609929078,141
16,83.84615384615384,52
17,85.47619047619048,42
18,56.19318181818182,88
19,87.36842105263158,19
20,87.6923076923077,13
21,83.19672131147541,122
22,77.3076923076923,26
23,65.9090909090909,66
24,70.43010752688173,93
25,82.91666666666667,24
26,84.90196078431373,51
27,59.89399293286219,283
28,88.0,10
29,53.146067415730336,89
30,83.23076923076923,65
31,76.78362573099415,171
32,52.11340206185567,194
33,72.74285714285715,245
34,13.130573248407643,942
35,80.60606060606061,165
36,72.06666666666666,15
37,49.02986611740474,5826
38,89.47368421052632,19
39,47.304964539007095,141
40,38.352839931153184,581
41,46.0,23
42,86.05504587155963,109
43,72.7,40
44,89.0,30
45,68.55072463768116,1311
46,85.15625,64
47,54.61538461538461,26
48,48.421052631578945,38
49,78.58860195903829,1123
50,83.84615384615384,13
51,84.73684210526316,19
52,85.18518518518519,27
53,24.096140825998646,1477
54,61.903225806451616,31
55,76.36363636363636,11
56,34.729729729729726,74
57,55.714285714285715,14
58,76.89655172413794,29
59,89.7560975609756,82
60,87.58620689655173,29
61,85.0,10
62,35.483870967741936,31
63,36.78787878787879,495
64,87.33333333333333,15
65,84.16666666666667,36
66,76.66666666666667,135
67,64.21052631578948,19
68,35.52175335296042,3057
69,56.53846153846154,52
70,68.43835616438356,730
71,86.66666666666667,39
72,89.16666666666667,12
73,15.592307692307692,1170
74,83.0,40
75,85.86206896551724,29
76,59.411764705882355,17
77,90.0,23
78,35.79505300353357,283
79,36.17283950617284,324
80,53.89513108614232,267
81,76.22641509433963,53
82,77.22222222222223,486
83,89.23076923076923,13
84,41.625,80
85,87.27272727272727,11
86,53.53383458646616,532
87,10.173913043478262,230
88,82.73809523809524,84
89,82.29166666666667,48
90,89.66666666666667,30
91,89.0,10
